,id,denial_constraint,succinctness,coverage,deegre of approximation,interestingness
20,44,"['¬((t0.""HospitalType"" ""EQUAL"" t1.""HospitalType"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.5,0.5055555555555555,0.0,0.5000055555555556
21,45,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""EmergencyService"" ""EQUAL"" t1.""EmergencyService"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg""))']",0.5,0.5166666666666666,0.0,0.5000166666666667
22,48,"['¬((t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"" ^ (t0.""PhoneNumber"" ""UNEQUAL"" t1.""PhoneNumber"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName""))']",0.5714285714285714,0.674074074074074,0.0,0.5715312169312169
23,54,"['¬((t0.""HospitalType"" ""EQUAL"" t1.""HospitalType"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.5,0.5,0.0,0.5
24,55,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""EmergencyService"" ""EQUAL"" t1.""EmergencyService"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample""))']",0.5,0.5111111111111111,0.0,0.5000111111111111
25,56,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5,0.38333333333333336,0.0,0.49988333333333335
26,61,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"") ^ (t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber""))']",0.6666666666666666,0.9111111111111111,0.0,0.666911111111111
27,63,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5714285714285714,0.2888888888888889,0.0,0.5711460317460317
28,64,"['¬((t0.""ProviderNumber"" ""UNEQUAL"" t1.""ProviderNumber"" ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"") ^ (t0.""PhoneNumber"" ""EQUAL"" t1.""PhoneNumber""))']",0.5714285714285714,0.6666666666666667,0.0,0.5715238095238095
29,68,"['¬((t0.""CountyName"" ""UNEQUAL"" t1.""CountyName"" ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5714285714285714,0.6666666666666667,0.0,0.5715238095238095
30,69,"['¬((t0.""City"" ""UNEQUAL"" t1.""City"" ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName""))']",0.5714285714285714,0.6666666666666667,0.0,0.5715238095238095
31,72,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"") ^ (t0.""PhoneNumber"" ""EQUAL"" t1.""PhoneNumber""))']",0.6666666666666666,0.6888888888888888,0.0,0.6666888888888888
32,73,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5714285714285714,0.7407407407407408,0.0,0.5715978835978835
33,76,"['¬((t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber"") ^ (t0.""ZIPCode"" ""UNEQUAL"" t1.""ZIPCode""))']",0.6666666666666666,0.9888888888888889,0.0,0.6669888888888889
34,78,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg""))']",0.5,0.38333333333333336,0.0,0.49988333333333335
35,79,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg""))']",0.5,0.35555555555555557,0.0,0.49985555555555555
36,80,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName""))']",0.5,0.4666666666666667,0.0,0.49996666666666667
37,83,"['¬((t0.""MeasureName"" ""UNEQUAL"" t1.""MeasureName"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg""))']",0.6666666666666666,1.0,0.0,0.6669999999999999
38,84,"['¬((t0.""ZIPCode"" ""LESS"" t1.""ZIPCode"" ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"") ^ (t0.""ProviderNumber"" ""LESS_EQUAL"" t1.""ProviderNumber""))']",0.5,0.6629629629629629,0.0,0.5001629629629629
39,86,"['¬((t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"" ^ (t0.""Condition"" ""EQUAL"" t1.""Condition"") ^ (t0.""PhoneNumber"" ""LESS"" t1.""PhoneNumber"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample""))']",0.5,0.4305555555555555,0.0,0.49993055555555554
40,92,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""Condition"" ""EQUAL"" t1.""Condition"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5,0.39999999999999997,0.0,0.4999
41,95,"['¬((t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""CountyName"" ""UNEQUAL"" t1.""CountyName""))']",0.6666666666666666,1.0,0.0,0.6669999999999999
42,104,"['¬((t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg""))']",0.8,0.5111111111111111,0.0,0.7997111111111112
43,113,"['¬((t0.""ZIPCode"" ""LESS"" t1.""ZIPCode"" ^ (t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5,0.3833333333333333,0.0,0.49988333333333335
44,115,"['¬((t0.""City"" ""UNEQUAL"" t1.""City"" ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample""))']",0.5714285714285714,0.6592592592592592,0.0,0.5715164021164021
45,116,"['¬((t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.8,0.5111111111111111,0.0,0.7997111111111112
46,120,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.5,0.37222222222222223,0.0,0.4998722222222222
47,121,"['¬((t0.""HospitalType"" ""EQUAL"" t1.""HospitalType"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""PhoneNumber"" ""UNEQUAL"" t1.""PhoneNumber"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample""))']",0.5,0.6611111111111112,0.0,0.5001611111111111
48,124,"['¬((t0.""CountyName"" ""UNEQUAL"" t1.""CountyName"") ^ (t0.""PhoneNumber"" ""EQUAL"" t1.""PhoneNumber""))']",0.6666666666666666,0.9888888888888889,0.0,0.6669888888888889
49,125,"['¬((t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.5,0.35000000000000003,0.0,0.49985
50,130,"['¬((t0.""ProviderNumber"" ""UNEQUAL"" t1.""ProviderNumber"" ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample""))']",0.5714285714285714,0.6666666666666667,0.0,0.5715238095238095
51,136,"['¬((t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"" ^ (t0.""ZIPCode"" ""UNEQUAL"" t1.""ZIPCode"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5714285714285714,0.6666666666666667,0.0,0.5715238095238095
52,137,"['¬((t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"" ^ (t0.""StateAvg"" ""UNEQUAL"" t1.""StateAvg"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5714285714285714,0.674074074074074,0.0,0.5715312169312169
53,138,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""ProviderNumber"" ""LESS_EQUAL"" t1.""ProviderNumber"") ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg""))']",0.5,0.4138888888888889,0.0,0.4999138888888889
54,139,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""ZIPCode"" ""GREATER"" t1.""ZIPCode"") ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5,0.41111111111111115,0.0,0.4999111111111111
55,140,"['¬((t0.""HospitalOwner"" ""UNEQUAL"" t1.""HospitalOwner"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.6666666666666666,0.9444444444444444,0.0,0.6669444444444443
56,142,"['¬((t0.""StateAvg"" ""UNEQUAL"" t1.""StateAvg"" ^ (t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5714285714285714,0.674074074074074,0.0,0.5715312169312169
57,145,"['¬((t0.""ProviderNumber"" ""UNEQUAL"" t1.""ProviderNumber"" ^ (t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"") ^ (t0.""PhoneNumber"" ""EQUAL"" t1.""PhoneNumber""))']",0.5714285714285714,0.7037037037037036,0.0,0.5715608465608465
58,146,"['¬((t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.6666666666666666,0.6777777777777777,0.0,0.6666777777777777
59,150,"['¬((t0.""PhoneNumber"" ""LESS_EQUAL"" t1.""PhoneNumber"" ^ (t0.""ZIPCode"" ""LESS"" t1.""ZIPCode"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.5,0.6629629629629629,0.0,0.5001629629629629
60,151,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.5,0.37222222222222223,0.0,0.4998722222222222
61,152,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"") ^ (t0.""Condition"" ""EQUAL"" t1.""Condition"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName""))']",0.5,0.42777777777777776,0.0,0.4999277777777778
62,154,"['¬((t0.""HospitalOwner"" ""UNEQUAL"" t1.""HospitalOwner"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""EmergencyService"" ""EQUAL"" t1.""EmergencyService"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample""))']",0.5,0.6388888888888891,0.0,0.5001388888888889
63,155,"['¬((t0.""ZIPCode"" ""LESS"" t1.""ZIPCode"" ^ (t0.""ProviderNumber"" ""GREATER_EQUAL"" t1.""ProviderNumber"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.4444444444444444,0.5027777777777778,0.0,0.44450277777777775
64,157,"['¬((t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.6666666666666666,0.3481481481481481,0.0,0.666348148148148
65,158,"['¬((t0.""PhoneNumber"" ""LESS_EQUAL"" t1.""PhoneNumber"" ^ (t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"") ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5,0.4138888888888889,0.0,0.4999138888888889
66,159,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5714285714285714,0.6148148148148148,0.0,0.5714719576719577
67,162,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5,0.4666666666666667,0.0,0.49996666666666667
68,163,"['¬((t0.""HospitalOwner"" ""UNEQUAL"" t1.""HospitalOwner"" ^ (t0.""PhoneNumber"" ""EQUAL"" t1.""PhoneNumber"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample""))']",0.5714285714285714,0.6296296296296295,0.0,0.5714867724867725
69,164,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""HospitalType"" ""EQUAL"" t1.""HospitalType"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName""))']",0.5,0.6166666666666668,0.0,0.5001166666666667
70,165,"['¬((t0.""Sample"" ""EQUAL"" t1.""Sample"" ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5,0.35000000000000003,0.0,0.49985
71,166,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""EmergencyService"" ""EQUAL"" t1.""EmergencyService"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5,0.5111111111111111,0.0,0.5000111111111111
72,170,"['¬((t0.""HospitalName"" ""EQUAL"" t1.""HospitalName"" ^ (t0.""ZIPCode"" ""UNEQUAL"" t1.""ZIPCode"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName""))']",0.5714285714285714,0.6666666666666667,0.0,0.5715238095238095
73,173,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg""))']",0.5714285714285714,0.2888888888888889,0.0,0.5711460317460317
74,174,"['¬((t0.""ProviderNumber"" ""UNEQUAL"" t1.""ProviderNumber"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""EmergencyService"" ""EQUAL"" t1.""EmergencyService"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample""))']",0.5,0.6666666666666667,0.0,0.5001666666666666
75,176,"['¬((t0.""ProviderNumber"" ""LESS_EQUAL"" t1.""ProviderNumber"" ^ (t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5,0.3861111111111111,0.0,0.4998861111111111
76,178,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.5714285714285714,0.4962962962962963,0.0,0.5713534391534392
77,183,"['¬((t0.""PhoneNumber"" ""LESS_EQUAL"" t1.""PhoneNumber"" ^ (t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5,0.3861111111111111,0.0,0.4998861111111111
78,184,"['¬((t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""City"" ""UNEQUAL"" t1.""City""))']",0.6666666666666666,1.0,0.0,0.6669999999999999
79,185,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.6666666666666666,0.6888888888888888,0.0,0.6666888888888888
80,189,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"") ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode""))']",0.6666666666666666,0.9222222222222223,0.0,0.6669222222222222
81,190,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""ZIPCode"" ""UNEQUAL"" t1.""ZIPCode"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5,0.5944444444444443,0.0,0.5000944444444444
82,193,"['¬((t0.""PhoneNumber"" ""EQUAL"" t1.""PhoneNumber"") ^ (t0.""ZIPCode"" ""UNEQUAL"" t1.""ZIPCode""))']",0.6666666666666666,0.9888888888888889,0.0,0.6669888888888889
83,194,"['¬((t0.""HospitalType"" ""EQUAL"" t1.""HospitalType"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""Condition"" ""EQUAL"" t1.""Condition"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.5,0.55,0.0,0.50005
84,195,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode""))']",0.6666666666666666,0.3851851851851852,0.0,0.6663851851851851
85,200,"['¬((t0.""MeasureName"" ""UNEQUAL"" t1.""MeasureName"") ^ (t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode""))']",0.6666666666666666,1.0,0.0,0.6669999999999999
86,201,"['¬((t0.""MeasureCode"" ""UNEQUAL"" t1.""MeasureCode"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.6666666666666666,1.0,0.0,0.6669999999999999
87,203,"['¬((t0.""StateAvg"" ""UNEQUAL"" t1.""StateAvg"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5,0.5055555555555555,0.0,0.5000055555555556
88,209,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""ProviderNumber"" ""LESS_EQUAL"" t1.""ProviderNumber"") ^ (t0.""PhoneNumber"" ""GREATER_EQUAL"" t1.""PhoneNumber"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.4,0.711111111111111,0.0,0.4003111111111111
89,211,"['¬((t0.""CountyName"" ""UNEQUAL"" t1.""CountyName"" ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.5714285714285714,0.674074074074074,0.0,0.5715312169312169
90,217,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"") ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName""))']",0.5,0.37777777777777777,0.0,0.49987777777777775
91,218,"['¬((t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""EmergencyService"" ""UNEQUAL"" t1.""EmergencyService""))']",0.5,0.35000000000000003,0.0,0.49985
